scales,wavedate,variable,mean_measurement,mean_measurement_se,ymax,ymin,groupby,subgroup,N_total
3,2021-01-16,wochentag,1.45,0.06,1.56,1.34,ge,female,1581
3,2021-01-16,wochentag,1.11,0.05,1.21,1,ge,male,1581
3,2021-01-16,kontakt,2.61,0.06,2.73,2.5,ge,female,1582
3,2021-01-16,kontakt,2.24,0.06,2.35,2.13,ge,male,1582
3,2021-02-13,wochentag,1.35,0.06,1.46,1.24,ge,female,1545
3,2021-02-13,wochentag,1.15,0.05,1.26,1.04,ge,male,1545
3,2021-02-13,kontakt,2.51,0.06,2.62,2.4,ge,female,1547
3,2021-02-13,kontakt,2.24,0.05,2.35,2.14,ge,male,1547
3,2021-03-13,wochentag,1.32,0.06,1.43,1.21,ge,female,1539
3,2021-03-13,wochentag,1.02,0.05,1.13,0.91,ge,male,1539
3,2021-03-13,kontakt,2.58,0.06,2.7,2.47,ge,female,1543
3,2021-03-13,kontakt,2.27,0.06,2.38,2.16,ge,male,1543
3,2021-04-16,wochentag,1.27,0.06,1.39,1.15,ge,female,1494
3,2021-04-16,wochentag,1.08,0.05,1.18,0.97,ge,male,1494
3,2021-04-16,kontakt,2.5,0.06,2.62,2.38,ge,female,1492
3,2021-04-16,kontakt,2.25,0.06,2.37,2.14,ge,male,1492
3,2021-05-22,wochentag,1.18,0.06,1.29,1.06,ge,female,1477
3,2021-05-22,wochentag,0.94,0.05,1.04,0.84,ge,male,1477
3,2021-05-22,kontakt,2.13,0.06,2.25,2.01,ge,female,1474
3,2021-05-22,kontakt,1.85,0.06,1.97,1.74,ge,male,1474
3,2021-06-26,wochentag,1.22,0.05,1.33,1.11,ge,female,1482
3,2021-06-26,wochentag,0.99,0.05,1.09,0.89,ge,male,1482
3,2021-06-26,kontakt,1.72,0.06,1.83,1.61,ge,female,1478
3,2021-06-26,kontakt,1.51,0.05,1.62,1.41,ge,male,1478
3,2021-09-25,wochentag,1,0.05,1.09,0.9,ge,female,1482
3,2021-09-25,wochentag,0.86,0.05,0.96,0.77,ge,male,1482
3,2021-09-25,kontakt,1.4,0.06,1.51,1.29,ge,female,1476
3,2021-09-25,kontakt,1.21,0.05,1.31,1.11,ge,male,1476
1,2020-03-28,lebensz,6.31,0.15,6.6,6.01,ag,<30,1528
1,2020-03-28,lebensz,6.44,0.1,6.64,6.25,ag,30-59,1528
1,2020-03-28,lebensz,6.58,0.15,6.88,6.29,ag,>60,1528
1,2020-04-04,lebensz,6.11,0.17,6.45,5.78,ag,<30,1534
1,2020-04-04,lebensz,6.41,0.1,6.61,6.21,ag,30-59,1534
1,2020-04-04,lebensz,6.78,0.13,7.04,6.51,ag,>60,1534
1,2020-04-11,lebensz,6.61,0.15,6.91,6.31,ag,<30,1487
1,2020-04-11,lebensz,6.51,0.1,6.71,6.32,ag,30-59,1487
1,2020-04-11,lebensz,6.72,0.15,7.01,6.42,ag,>60,1487
1,2020-04-17,lebensz,6.51,0.17,6.84,6.19,ag,<30,1510
1,2020-04-17,lebensz,6.4,0.1,6.6,6.2,ag,30-59,1510
1,2020-04-17,lebensz,6.57,0.14,6.85,6.29,ag,>60,1510
1,2020-04-25,lebensz,6.53,0.16,6.84,6.23,ag,<30,1495
1,2020-04-25,lebensz,6.65,0.09,6.83,6.46,ag,30-59,1495
1,2020-04-25,lebensz,6.94,0.13,7.19,6.68,ag,>60,1495
1,2020-05-03,lebensz,6.64,0.17,6.97,6.3,ag,<30,1536
1,2020-05-03,lebensz,6.57,0.1,6.76,6.37,ag,30-59,1536
1,2020-05-03,lebensz,6.76,0.14,7.04,6.48,ag,>60,1536
1,2020-05-09,lebensz,6.64,0.18,7,6.29,ag,<30,1493
1,2020-05-09,lebensz,6.77,0.1,6.96,6.58,ag,30-59,1493
1,2020-05-09,lebensz,7.01,0.14,7.28,6.73,ag,>60,1493
1,2020-05-16,lebensz,6.33,0.16,6.64,6.03,ag,<30,1479
1,2020-05-16,lebensz,6.61,0.1,6.8,6.41,ag,30-59,1479
1,2020-05-16,lebensz,6.67,0.15,6.96,6.38,ag,>60,1479
1,2020-05-24,lebensz,6.55,0.17,6.89,6.22,ag,<30,1474
1,2020-05-24,lebensz,6.64,0.11,6.85,6.43,ag,30-59,1474
1,2020-05-24,lebensz,6.76,0.14,7.04,6.47,ag,>60,1474
1,2020-05-29,lebensz,6.81,0.14,7.09,6.53,ag,<30,1483
1,2020-05-29,lebensz,6.51,0.11,6.72,6.31,ag,30-59,1483
1,2020-05-29,lebensz,6.87,0.14,7.15,6.58,ag,>60,1483
1,2020-06-13,lebensz,6.76,0.15,7.05,6.46,ag,<30,1479
1,2020-06-13,lebensz,6.69,0.1,6.88,6.49,ag,30-59,1479
1,2020-06-13,lebensz,6.83,0.15,7.12,6.54,ag,>60,1479
1,2020-06-27,lebensz,6.94,0.14,7.22,6.66,ag,<30,1490
1,2020-06-27,lebensz,6.75,0.1,6.95,6.56,ag,30-59,1490
1,2020-06-27,lebensz,6.88,0.15,7.18,6.59,ag,>60,1490
1,2020-07-11,lebensz,6.85,0.16,7.16,6.55,ag,<30,1499
1,2020-07-11,lebensz,6.82,0.1,7.01,6.63,ag,30-59,1499
1,2020-07-11,lebensz,6.94,0.13,7.2,6.68,ag,>60,1499
1,2020-08-15,lebensz,6.56,0.16,6.87,6.25,ag,<30,1511
1,2020-08-15,lebensz,6.66,0.09,6.85,6.48,ag,30-59,1511
1,2020-08-15,lebensz,6.69,0.14,6.96,6.42,ag,>60,1511
1,2020-09-12,lebensz,6.55,0.14,6.83,6.28,ag,<30,1554
1,2020-09-12,lebensz,6.69,0.1,6.88,6.5,ag,30-59,1554
1,2020-09-12,lebensz,6.8,0.14,7.07,6.52,ag,>60,1554
1,2020-10-17,lebensz,6.77,0.14,7.04,6.5,ag,<30,1634
1,2020-10-17,lebensz,6.64,0.1,6.83,6.45,ag,30-59,1634
1,2020-10-17,lebensz,6.88,0.14,7.15,6.61,ag,>60,1634
1,2020-11-14,lebensz,6.29,0.14,6.57,6.01,ag,<30,1568
1,2020-11-14,lebensz,6.56,0.09,6.74,6.37,ag,30-59,1568
1,2020-11-14,lebensz,6.89,0.13,7.14,6.63,ag,>60,1568
1,2020-12-13,lebensz,6.3,0.14,6.58,6.02,ag,<30,1546
1,2020-12-13,lebensz,6.42,0.09,6.61,6.24,ag,30-59,1546
1,2020-12-13,lebensz,6.64,0.13,6.9,6.38,ag,>60,1546
1,2021-01-16,lebensz,6.26,0.15,6.56,5.96,ag,<30,1581
1,2021-01-16,lebensz,6.41,0.1,6.61,6.22,ag,30-59,1581
1,2021-01-16,lebensz,6.74,0.12,6.99,6.5,ag,>60,1581
1,2021-02-13,lebensz,6.44,0.16,6.74,6.13,ag,<30,1544
1,2021-02-13,lebensz,6.5,0.09,6.67,6.32,ag,30-59,1544
1,2021-02-13,lebensz,6.98,0.12,7.22,6.74,ag,>60,1544
1,2021-03-13,lebensz,6.44,0.16,6.76,6.13,ag,<30,1542
1,2021-03-13,lebensz,6.71,0.1,6.89,6.52,ag,30-59,1542
1,2021-03-13,lebensz,7.1,0.13,7.35,6.85,ag,>60,1542
1,2021-04-16,lebensz,6.45,0.15,6.75,6.16,ag,<30,1501
1,2021-04-16,lebensz,6.55,0.1,6.73,6.36,ag,30-59,1501
1,2021-04-16,lebensz,6.82,0.14,7.08,6.55,ag,>60,1501
1,2021-05-22,lebensz,6.53,0.15,6.81,6.24,ag,<30,1468
1,2021-05-22,lebensz,6.58,0.09,6.77,6.4,ag,30-59,1468
1,2021-05-22,lebensz,7.04,0.14,7.31,6.76,ag,>60,1468
1,2021-06-26,lebensz,6.57,0.14,6.84,6.3,ag,<30,1479
1,2021-06-26,lebensz,6.6,0.1,6.8,6.4,ag,30-59,1479
1,2021-06-26,lebensz,6.9,0.13,7.16,6.65,ag,>60,1479
1,2021-09-25,lebensz,6.45,0.16,6.75,6.14,ag,<30,1480
1,2021-09-25,lebensz,6.65,0.1,6.84,6.46,ag,30-59,1480
1,2021-09-25,lebensz,6.7,0.16,7.01,6.39,ag,>60,1480
2,2020-03-28,ges_per_gefahr,1.36,0.07,1.49,1.23,ag,<30,1534
2,2020-03-28,ges_per_gefahr,1.9,0.04,1.99,1.81,ag,30-59,1534
2,2020-03-28,ges_per_gefahr,2.21,0.07,2.34,2.08,ag,>60,1534
2,2020-03-28,ges_pub_gefahr,2.61,0.06,2.72,2.49,ag,<30,1534
2,2020-03-28,ges_pub_gefahr,2.7,0.04,2.77,2.62,ag,30-59,1534
2,2020-03-28,ges_pub_gefahr,2.75,0.05,2.84,2.65,ag,>60,1534
2,2020-04-04,ges_per_gefahr,1.33,0.07,1.47,1.2,ag,<30,1547
2,2020-04-04,ges_per_gefahr,1.83,0.04,1.91,1.74,ag,30-59,1547
2,2020-04-04,ges_per_gefahr,2.04,0.06,2.16,1.92,ag,>60,1547
2,2020-04-04,ges_pub_gefahr,2.48,0.06,2.59,2.37,ag,<30,1548
2,2020-04-04,ges_pub_gefahr,2.49,0.04,2.56,2.42,ag,30-59,1548
2,2020-04-04,ges_pub_gefahr,2.61,0.05,2.71,2.51,ag,>60,1548
2,2020-04-11,ges_per_gefahr,1.27,0.06,1.4,1.15,ag,<30,1490
2,2020-04-11,ges_per_gefahr,1.67,0.04,1.75,1.58,ag,30-59,1490
2,2020-04-11,ges_per_gefahr,1.85,0.06,1.97,1.73,ag,>60,1490
2,2020-04-11,ges_pub_gefahr,2.38,0.06,2.5,2.27,ag,<30,1489
2,2020-04-11,ges_pub_gefahr,2.38,0.03,2.44,2.31,ag,30-59,1489
2,2020-04-11,ges_pub_gefahr,2.42,0.05,2.52,2.32,ag,>60,1489
2,2020-04-17,ges_per_gefahr,1.25,0.07,1.38,1.13,ag,<30,1521
2,2020-04-17,ges_per_gefahr,1.53,0.04,1.61,1.44,ag,30-59,1521
2,2020-04-17,ges_per_gefahr,1.67,0.06,1.78,1.55,ag,>60,1521
2,2020-04-17,ges_pub_gefahr,2.27,0.06,2.39,2.16,ag,<30,1519
2,2020-04-17,ges_pub_gefahr,2.21,0.04,2.28,2.14,ag,30-59,1519
2,2020-04-17,ges_pub_gefahr,2.28,0.05,2.38,2.18,ag,>60,1519
2,2020-04-25,ges_per_gefahr,1.14,0.06,1.26,1.03,ag,<30,1499
2,2020-04-25,ges_per_gefahr,1.46,0.04,1.55,1.38,ag,30-59,1499
2,2020-04-25,ges_per_gefahr,1.56,0.07,1.69,1.43,ag,>60,1499
2,2020-04-25,ges_pub_gefahr,2.14,0.06,2.25,2.03,ag,<30,1499
2,2020-04-25,ges_pub_gefahr,2.07,0.04,2.14,2,ag,30-59,1499
2,2020-04-25,ges_pub_gefahr,2.21,0.05,2.31,2.1,ag,>60,1499
2,2020-05-03,ges_per_gefahr,1.08,0.06,1.21,0.96,ag,<30,1538
2,2020-05-03,ges_per_gefahr,1.31,0.04,1.39,1.23,ag,30-59,1538
2,2020-05-03,ges_per_gefahr,1.46,0.06,1.57,1.35,ag,>60,1538
2,2020-05-03,ges_pub_gefahr,2.03,0.06,2.14,1.91,ag,<30,1537
2,2020-05-03,ges_pub_gefahr,1.94,0.04,2.02,1.87,ag,30-59,1537
2,2020-05-03,ges_pub_gefahr,2.1,0.05,2.2,2,ag,>60,1537
2,2020-05-09,ges_per_gefahr,1.02,0.06,1.14,0.9,ag,<30,1507
2,2020-05-09,ges_per_gefahr,1.2,0.04,1.28,1.12,ag,30-59,1507
2,2020-05-09,ges_per_gefahr,1.25,0.07,1.38,1.12,ag,>60,1507
2,2020-05-09,ges_pub_gefahr,1.96,0.06,2.08,1.83,ag,<30,1505
2,2020-05-09,ges_pub_gefahr,1.82,0.04,1.89,1.74,ag,30-59,1505
2,2020-05-09,ges_pub_gefahr,1.92,0.05,2.02,1.82,ag,>60,1505
2,2020-05-16,ges_per_gefahr,1.04,0.07,1.18,0.9,ag,<30,1485
2,2020-05-16,ges_per_gefahr,1.14,0.04,1.22,1.06,ag,30-59,1485
2,2020-05-16,ges_per_gefahr,1.27,0.06,1.39,1.14,ag,>60,1485
2,2020-05-16,ges_pub_gefahr,1.89,0.07,2.02,1.77,ag,<30,1485
2,2020-05-16,ges_pub_gefahr,1.69,0.04,1.77,1.62,ag,30-59,1485
2,2020-05-16,ges_pub_gefahr,1.89,0.05,2,1.79,ag,>60,1485
2,2020-05-24,ges_per_gefahr,1.02,0.07,1.15,0.89,ag,<30,1485
2,2020-05-24,ges_per_gefahr,1.15,0.04,1.23,1.06,ag,30-59,1485
2,2020-05-24,ges_per_gefahr,1.16,0.06,1.27,1.04,ag,>60,1485
2,2020-05-24,ges_pub_gefahr,1.83,0.07,1.96,1.71,ag,<30,1484
2,2020-05-24,ges_pub_gefahr,1.73,0.04,1.81,1.65,ag,30-59,1484
2,2020-05-24,ges_pub_gefahr,1.86,0.05,1.96,1.76,ag,>60,1484
2,2020-05-29,ges_per_gefahr,1.05,0.06,1.17,0.92,ag,<30,1481
2,2020-05-29,ges_per_gefahr,1.09,0.04,1.17,1,ag,30-59,1481
2,2020-05-29,ges_per_gefahr,1.04,0.06,1.15,0.92,ag,>60,1481
2,2020-05-29,ges_pub_gefahr,1.76,0.06,1.89,1.64,ag,<30,1483
2,2020-05-29,ges_pub_gefahr,1.61,0.04,1.69,1.53,ag,30-59,1483
2,2020-05-29,ges_pub_gefahr,1.69,0.05,1.79,1.58,ag,>60,1483
2,2020-06-13,ges_per_gefahr,0.96,0.07,1.09,0.82,ag,<30,1498
2,2020-06-13,ges_per_gefahr,1.1,0.04,1.18,1.02,ag,30-59,1498
2,2020-06-13,ges_per_gefahr,1.09,0.07,1.23,0.96,ag,>60,1498
2,2020-06-13,ges_pub_gefahr,1.75,0.06,1.87,1.63,ag,<30,1498
2,2020-06-13,ges_pub_gefahr,1.65,0.04,1.73,1.56,ag,30-59,1498
2,2020-06-13,ges_pub_gefahr,1.77,0.05,1.88,1.66,ag,>60,1498
2,2020-06-27,ges_per_gefahr,1.08,0.06,1.2,0.96,ag,<30,1505
2,2020-06-27,ges_per_gefahr,1.28,0.04,1.37,1.2,ag,30-59,1505
2,2020-06-27,ges_per_gefahr,1.25,0.07,1.38,1.11,ag,>60,1505
2,2020-06-27,ges_pub_gefahr,1.97,0.07,2.09,1.84,ag,<30,1506
2,2020-06-27,ges_pub_gefahr,1.88,0.04,1.95,1.8,ag,30-59,1506
2,2020-06-27,ges_pub_gefahr,2.01,0.05,2.11,1.91,ag,>60,1506
2,2020-07-11,ges_per_gefahr,1.33,0.07,1.46,1.19,ag,<30,1515
2,2020-07-11,ges_per_gefahr,1.41,0.04,1.49,1.32,ag,30-59,1515
2,2020-07-11,ges_per_gefahr,1.35,0.07,1.48,1.22,ag,>60,1515
2,2020-07-11,ges_pub_gefahr,2.12,0.06,2.24,1.99,ag,<30,1514
2,2020-07-11,ges_pub_gefahr,2.01,0.04,2.09,1.94,ag,30-59,1514
2,2020-07-11,ges_pub_gefahr,2.15,0.05,2.25,2.04,ag,>60,1514
2,2020-08-15,ges_per_gefahr,1.44,0.06,1.56,1.31,ag,<30,1531
2,2020-08-15,ges_per_gefahr,1.47,0.04,1.55,1.39,ag,30-59,1531
2,2020-08-15,ges_per_gefahr,1.43,0.07,1.56,1.29,ag,>60,1531
2,2020-08-15,ges_pub_gefahr,2.08,0.06,2.19,1.97,ag,<30,1530
2,2020-08-15,ges_pub_gefahr,2.03,0.04,2.12,1.95,ag,30-59,1530
2,2020-08-15,ges_pub_gefahr,2.24,0.06,2.36,2.12,ag,>60,1530
2,2020-09-12,ges_per_gefahr,1.51,0.06,1.63,1.38,ag,<30,1566
2,2020-09-12,ges_per_gefahr,1.5,0.04,1.58,1.41,ag,30-59,1566
2,2020-09-12,ges_per_gefahr,1.49,0.07,1.62,1.36,ag,>60,1566
2,2020-09-12,ges_pub_gefahr,2.2,0.06,2.32,2.09,ag,<30,1566
2,2020-09-12,ges_pub_gefahr,2.12,0.04,2.2,2.04,ag,30-59,1566
2,2020-09-12,ges_pub_gefahr,2.33,0.06,2.44,2.22,ag,>60,1566
2,2020-10-17,ges_per_gefahr,1.44,0.06,1.56,1.32,ag,<30,1652
2,2020-10-17,ges_per_gefahr,1.58,0.04,1.66,1.5,ag,30-59,1652
2,2020-10-17,ges_per_gefahr,1.58,0.06,1.7,1.46,ag,>60,1652
2,2020-10-17,ges_pub_gefahr,2.22,0.06,2.34,2.11,ag,<30,1655
2,2020-10-17,ges_pub_gefahr,2.22,0.04,2.3,2.14,ag,30-59,1655
2,2020-10-17,ges_pub_gefahr,2.5,0.06,2.61,2.39,ag,>60,1655
2,2020-11-14,ges_per_gefahr,1.73,0.08,1.88,1.57,ag,<30,1584
2,2020-11-14,ges_per_gefahr,1.76,0.05,1.85,1.67,ag,30-59,1584
2,2020-11-14,ges_per_gefahr,1.73,0.06,1.85,1.6,ag,>60,1584
2,2020-11-14,ges_pub_gefahr,2.57,0.06,2.69,2.44,ag,<30,1583
2,2020-11-14,ges_pub_gefahr,2.5,0.04,2.58,2.41,ag,30-59,1583
2,2020-11-14,ges_pub_gefahr,2.8,0.05,2.91,2.7,ag,>60,1583
2,2020-12-13,ges_per_gefahr,1.52,0.06,1.63,1.4,ag,<30,1553
2,2020-12-13,ges_per_gefahr,1.56,0.05,1.65,1.47,ag,30-59,1553
2,2020-12-13,ges_per_gefahr,1.52,0.07,1.66,1.39,ag,>60,1553
2,2020-12-13,ges_pub_gefahr,2.37,0.06,2.49,2.25,ag,<30,1554
2,2020-12-13,ges_pub_gefahr,2.29,0.04,2.37,2.22,ag,30-59,1554
2,2020-12-13,ges_pub_gefahr,2.53,0.06,2.64,2.41,ag,>60,1554
2,2021-01-16,ges_per_gefahr,1.56,0.07,1.69,1.42,ag,<30,1599
2,2021-01-16,ges_per_gefahr,1.61,0.05,1.7,1.52,ag,30-59,1599
2,2021-01-16,ges_per_gefahr,1.57,0.06,1.69,1.46,ag,>60,1599
2,2021-01-16,ges_pub_gefahr,2.35,0.06,2.47,2.22,ag,<30,1603
2,2021-01-16,ges_pub_gefahr,2.27,0.04,2.35,2.19,ag,30-59,1603
2,2021-01-16,ges_pub_gefahr,2.51,0.05,2.61,2.4,ag,>60,1603
2,2021-02-13,ges_per_gefahr,1.53,0.07,1.66,1.4,ag,<30,1562
2,2021-02-13,ges_per_gefahr,1.51,0.04,1.59,1.43,ag,30-59,1562
2,2021-02-13,ges_per_gefahr,1.41,0.06,1.53,1.3,ag,>60,1562
2,2021-02-13,ges_pub_gefahr,2.24,0.06,2.36,2.12,ag,<30,1562
2,2021-02-13,ges_pub_gefahr,2.18,0.04,2.26,2.1,ag,30-59,1562
2,2021-02-13,ges_pub_gefahr,2.33,0.06,2.44,2.22,ag,>60,1562
2,2021-03-13,ges_per_gefahr,1.41,0.07,1.54,1.27,ag,<30,1561
2,2021-03-13,ges_per_gefahr,1.47,0.05,1.56,1.38,ag,30-59,1561
2,2021-03-13,ges_per_gefahr,1.46,0.07,1.59,1.33,ag,>60,1561
2,2021-03-13,ges_pub_gefahr,2.18,0.07,2.33,2.04,ag,<30,1560
2,2021-03-13,ges_pub_gefahr,2.16,0.04,2.24,2.07,ag,30-59,1560
2,2021-03-13,ges_pub_gefahr,2.52,0.06,2.63,2.41,ag,>60,1560
2,2021-04-16,ges_per_gefahr,1.53,0.07,1.67,1.4,ag,<30,1514
2,2021-04-16,ges_per_gefahr,1.45,0.05,1.54,1.36,ag,30-59,1514
2,2021-04-16,ges_per_gefahr,1.35,0.07,1.49,1.21,ag,>60,1514
2,2021-04-16,ges_pub_gefahr,2.27,0.06,2.4,2.15,ag,<30,1514
2,2021-04-16,ges_pub_gefahr,2.03,0.04,2.12,1.95,ag,30-59,1514
2,2021-04-16,ges_pub_gefahr,2.29,0.06,2.41,2.17,ag,>60,1514
2,2021-05-22,ges_per_gefahr,1.4,0.07,1.53,1.26,ag,<30,1488
2,2021-05-22,ges_per_gefahr,1.22,0.04,1.3,1.14,ag,30-59,1488
2,2021-05-22,ges_per_gefahr,1,0.06,1.12,0.87,ag,>60,1488
2,2021-05-22,ges_pub_gefahr,2.13,0.06,2.26,2.01,ag,<30,1488
2,2021-05-22,ges_pub_gefahr,1.75,0.04,1.83,1.67,ag,30-59,1488
2,2021-05-22,ges_pub_gefahr,1.87,0.06,1.98,1.76,ag,>60,1488
2,2021-06-26,ges_per_gefahr,1.34,0.07,1.48,1.2,ag,<30,1497
2,2021-06-26,ges_per_gefahr,1.1,0.04,1.18,1.02,ag,30-59,1497
2,2021-06-26,ges_per_gefahr,0.92,0.06,1.04,0.81,ag,>60,1497
2,2021-06-26,ges_pub_gefahr,2.02,0.06,2.15,1.9,ag,<30,1493
2,2021-06-26,ges_pub_gefahr,1.68,0.04,1.76,1.6,ag,30-59,1493
2,2021-06-26,ges_pub_gefahr,1.79,0.05,1.9,1.68,ag,>60,1493
2,2021-09-25,ges_per_gefahr,1.45,0.06,1.58,1.33,ag,<30,1496
2,2021-09-25,ges_per_gefahr,1.31,0.04,1.39,1.23,ag,30-59,1496
2,2021-09-25,ges_per_gefahr,1.09,0.06,1.22,0.97,ag,>60,1496
2,2021-09-25,ges_pub_gefahr,2.14,0.06,2.26,2.03,ag,<30,1495
2,2021-09-25,ges_pub_gefahr,1.94,0.04,2.02,1.86,ag,30-59,1495
2,2021-09-25,ges_pub_gefahr,2.07,0.06,2.18,1.96,ag,>60,1495
3,2020-03-28,wochentag,2.23,0.09,2.41,2.05,ag,<30,1535
3,2020-03-28,wochentag,1.65,0.06,1.76,1.54,ag,30-59,1535
3,2020-03-28,wochentag,1.33,0.08,1.49,1.16,ag,>60,1535
3,2020-03-28,kontakt,2.74,0.08,2.9,2.58,ag,<30,1533
3,2020-03-28,kontakt,2.47,0.05,2.58,2.37,ag,30-59,1533
3,2020-03-28,kontakt,2.53,0.07,2.67,2.39,ag,>60,1533
3,2020-04-04,wochentag,2.39,0.09,2.58,2.21,ag,<30,1544
3,2020-04-04,wochentag,1.58,0.05,1.69,1.48,ag,30-59,1544
3,2020-04-04,wochentag,1.4,0.07,1.55,1.26,ag,>60,1544
3,2020-04-04,kontakt,2.89,0.08,3.06,2.73,ag,<30,1547
3,2020-04-04,kontakt,2.51,0.05,2.61,2.41,ag,30-59,1547
3,2020-04-04,kontakt,2.59,0.07,2.74,2.45,ag,>60,1547
3,2020-04-11,wochentag,2.34,0.08,2.5,2.17,ag,<30,1489
3,2020-04-11,wochentag,1.6,0.05,1.7,1.49,ag,30-59,1489
3,2020-04-11,wochentag,1.24,0.07,1.39,1.1,ag,>60,1489
3,2020-04-11,kontakt,2.79,0.08,2.94,2.64,ag,<30,1489
3,2020-04-11,kontakt,2.5,0.05,2.6,2.4,ag,30-59,1489
3,2020-04-11,kontakt,2.54,0.07,2.68,2.4,ag,>60,1489
3,2020-04-17,wochentag,2.22,0.09,2.39,2.05,ag,<30,1511
3,2020-04-17,wochentag,1.51,0.06,1.61,1.4,ag,30-59,1511
3,2020-04-17,wochentag,1.18,0.07,1.32,1.04,ag,>60,1511
3,2020-04-17,kontakt,2.7,0.08,2.85,2.55,ag,<30,1511
3,2020-04-17,kontakt,2.45,0.05,2.55,2.35,ag,30-59,1511
3,2020-04-17,kontakt,2.51,0.07,2.65,2.37,ag,>60,1511
3,2020-04-25,wochentag,2.11,0.09,2.29,1.93,ag,<30,1500
3,2020-04-25,wochentag,1.48,0.06,1.59,1.37,ag,30-59,1500
3,2020-04-25,wochentag,1.18,0.08,1.32,1.03,ag,>60,1500
3,2020-04-25,kontakt,2.63,0.08,2.79,2.46,ag,<30,1500
3,2020-04-25,kontakt,2.44,0.05,2.54,2.34,ag,30-59,1500
3,2020-04-25,kontakt,2.55,0.08,2.7,2.39,ag,>60,1500
3,2020-05-03,wochentag,2.2,0.09,2.38,2.02,ag,<30,1528
3,2020-05-03,wochentag,1.42,0.05,1.53,1.31,ag,30-59,1528
3,2020-05-03,wochentag,1.16,0.07,1.29,1.03,ag,>60,1528
3,2020-05-03,kontakt,2.61,0.08,2.77,2.46,ag,<30,1529
3,2020-05-03,kontakt,2.32,0.05,2.42,2.22,ag,30-59,1529
3,2020-05-03,kontakt,2.54,0.07,2.68,2.4,ag,>60,1529
3,2020-05-09,wochentag,1.94,0.09,2.12,1.77,ag,<30,1494
3,2020-05-09,wochentag,1.31,0.05,1.41,1.21,ag,30-59,1494
3,2020-05-09,wochentag,1.11,0.07,1.25,0.97,ag,>60,1494
3,2020-05-09,kontakt,2.28,0.08,2.44,2.11,ag,<30,1491
3,2020-05-09,kontakt,2.07,0.05,2.17,1.97,ag,30-59,1491
3,2020-05-09,kontakt,2.35,0.07,2.49,2.21,ag,>60,1491
3,2020-05-16,wochentag,1.95,0.09,2.13,1.76,ag,<30,1472
3,2020-05-16,wochentag,1.32,0.05,1.42,1.21,ag,30-59,1472
3,2020-05-16,wochentag,1,0.07,1.14,0.87,ag,>60,1472
3,2020-05-16,kontakt,2.24,0.08,2.39,2.08,ag,<30,1470
3,2020-05-16,kontakt,2.01,0.06,2.12,1.9,ag,30-59,1470
3,2020-05-16,kontakt,2.17,0.08,2.32,2.02,ag,>60,1470
3,2020-05-24,wochentag,1.86,0.09,2.03,1.69,ag,<30,1466
3,2020-05-24,wochentag,1.12,0.05,1.23,1.01,ag,30-59,1466
3,2020-05-24,wochentag,1.02,0.07,1.16,0.88,ag,>60,1466
3,2020-05-24,kontakt,2.18,0.08,2.34,2.01,ag,<30,1471
3,2020-05-24,kontakt,1.76,0.06,1.88,1.65,ag,30-59,1471
3,2020-05-24,kontakt,1.95,0.08,2.1,1.8,ag,>60,1471
3,2020-05-29,wochentag,1.77,0.09,1.94,1.6,ag,<30,1473
3,2020-05-29,wochentag,1.13,0.05,1.24,1.03,ag,30-59,1473
3,2020-05-29,wochentag,0.97,0.07,1.1,0.84,ag,>60,1473
3,2020-05-29,kontakt,2.02,0.08,2.18,1.87,ag,<30,1473
3,2020-05-29,kontakt,1.68,0.06,1.79,1.57,ag,30-59,1473
3,2020-05-29,kontakt,1.94,0.08,2.09,1.79,ag,>60,1473
3,2020-06-13,wochentag,1.66,0.09,1.85,1.48,ag,<30,1470
3,2020-06-13,wochentag,1.07,0.05,1.17,0.97,ag,30-59,1470
3,2020-06-13,wochentag,0.99,0.08,1.14,0.84,ag,>60,1470
3,2020-06-13,kontakt,1.65,0.09,1.84,1.47,ag,<30,1474
3,2020-06-13,kontakt,1.42,0.06,1.53,1.31,ag,30-59,1474
3,2020-06-13,kontakt,1.67,0.08,1.82,1.52,ag,>60,1474
3,2020-06-27,wochentag,1.57,0.08,1.73,1.4,ag,<30,1488
3,2020-06-27,wochentag,1.03,0.05,1.13,0.93,ag,30-59,1488
3,2020-06-27,wochentag,0.95,0.07,1.09,0.81,ag,>60,1488
3,2020-06-27,kontakt,1.6,0.08,1.77,1.44,ag,<30,1484
3,2020-06-27,kontakt,1.34,0.05,1.44,1.24,ag,30-59,1484
3,2020-06-27,kontakt,1.52,0.08,1.66,1.37,ag,>60,1484
3,2020-07-11,wochentag,1.47,0.09,1.65,1.29,ag,<30,1500
3,2020-07-11,wochentag,0.94,0.05,1.04,0.84,ag,30-59,1500
3,2020-07-11,wochentag,0.85,0.07,0.98,0.72,ag,>60,1500
3,2020-07-11,kontakt,1.48,0.09,1.65,1.31,ag,<30,1494
3,2020-07-11,kontakt,1.18,0.05,1.27,1.08,ag,30-59,1494
3,2020-07-11,kontakt,1.4,0.08,1.55,1.24,ag,>60,1494
3,2020-08-15,wochentag,1.64,0.09,1.81,1.47,ag,<30,1513
3,2020-08-15,wochentag,0.99,0.05,1.08,0.89,ag,30-59,1513
3,2020-08-15,wochentag,0.89,0.07,1.02,0.75,ag,>60,1513
3,2020-08-15,kontakt,1.47,0.08,1.61,1.32,ag,<30,1510
